event_id,cell_id,zone_id,zone_name,rainfall_mm_day,flood_index,response_stage,hour,minute
E00375,Z01-024,Z01,North Chennai,8.7,1.225,Warning,22,19
E00376,Z03-079,Z03,Adyar,8.8,1.313,Warning,5,40
E00377,Z01-061,Z01,North Chennai,6.0,0.895,Evacuation,22,12
E00378,Z05-013,Z05,South-West Chennai,8.4,0.811,Warning,17,40
E00379,Z04-052,Z04,Velachery,19.3,2.378,Emergency,16,30
E00380,Z05-004,Z05,South-West Chennai,2.7,0.241,Emergency,20,56
E00381,Z02-095,Z02,Central Chennai,14.7,1.448,Normal,12,43
E00382,Z05-029,Z05,South-West Chennai,23.3,1.822,Warning,18,21
E00383,Z04-003,Z04,Velachery,19.5,2.174,Normal,17,2
E00384,Z03-089,Z03,Adyar,3.4,0.331,Evacuation,6,33
E00385,Z04-088,Z04,Velachery,23.8,2.551,Warning,7,22
E00386,Z01-013,Z01,North Chennai,11.6,1.332,Warning,18,9
E00387,Z01-035,Z01,North Chennai,9.3,1.246,Evacuation,23,39
E00388,Z04-044,Z04,Velachery,7.5,1.276,Evacuation,5,40
E00389,Z02-026,Z02,Central Chennai,3.9,0.385,Warning,10,32
E00390,Z05-094,Z05,South-West Chennai,2.1,0.24,Evacuation,16,10
E00391,Z03-067,Z03,Adyar,1.9,0.331,Evacuation,20,33
E00392,Z01-011,Z01,North Chennai,2.2,0.346,Emergency,3,6
E00393,Z01-031,Z01,North Chennai,11.3,1.109,Normal,14,2
E00394,Z03-079,Z03,Adyar,11.5,1.126,Emergency,9,34
E00395,Z05-090,Z05,South-West Chennai,7.9,0.672,Evacuation,13,54
E00396,Z01-062,Z01,North Chennai,8.3,1.12,Warning,15,57
E00397,Z02-081,Z02,Central Chennai,10.8,0.84,Evacuation,7,19
E00398,Z04-058,Z04,Velachery,14.9,1.997,Evacuation,16,55
E00399,Z04-074,Z04,Velachery,3.2,0.337,Emergency,4,31
E00400,Z05-025,Z05,South-West Chennai,7.1,0.598,Evacuation,11,4
E00401,Z03-045,Z03,Adyar,14.0,1.545,Evacuation,10,35
E00402,Z04-037,Z04,Velachery,15.4,2.226,Evacuation,20,42
E00403,Z05-092,Z05,South-West Chennai,11.1,1.13,Evacuation,7,31
E00404,Z02-067,Z02,Central Chennai,10.0,1.097,Emergency,15,32
E00405,Z01-087,Z01,North Chennai,2.5,0.289,Emergency,10,8
E00406,Z03-014,Z03,Adyar,7.6,0.888,Evacuation,22,47
E00407,Z01-070,Z01,North Chennai,10.0,1.202,Evacuation,19,21
E00408,Z05-043,Z05,South-West Chennai,12.3,1.054,Evacuation,2,36
E00409,Z01-068,Z01,North Chennai,3.7,0.423,Evacuation,13,54
E00410,Z04-051,Z04,Velachery,7.9,1.189,Normal,1,21
E00411,Z05-088,Z05,South-West Chennai,18.3,1.78,Normal,22,54
E00412,Z03-097,Z03,Adyar,14.8,2.395,Normal,0,16
E00413,Z01-091,Z01,North Chennai,2.7,0.311,Evacuation,2,4
E00414,Z03-088,Z03,Adyar,11.8,1.259,Evacuation,17,58
E00415,Z05-035,Z05,South-West Chennai,2.0,0.202,Warning,0,19
E00416,Z01-014,Z01,North Chennai,2.5,0.346,Evacuation,22,45
E00417,Z02-023,Z02,Central Chennai,3.8,0.411,Warning,12,2
E00418,Z02-005,Z02,Central Chennai,8.1,0.666,Warning,12,9
E00419,Z04-052,Z04,Velachery,18.1,2.493,Emergency,22,10
E00420,Z04-041,Z04,Velachery,9.6,1.267,Evacuation,22,53
E00421,Z03-031,Z03,Adyar,14.1,2.081,Evacuation,14,13
E00422,Z02-070,Z02,Central Chennai,10.6,0.954,Evacuation,21,58
E00423,Z01-036,Z01,North Chennai,11.1,1.398,Warning,18,7
E00424,Z04-024,Z04,Velachery,7.9,1.203,Evacuation,15,43
E00425,Z05-060,Z05,South-West Chennai,8.4,1.099,Normal,12,1
E00426,Z01-051,Z01,North Chennai,3.4,0.302,Emergency,2,37
E00427,Z03-035,Z03,Adyar,10.7,1.291,Warning,17,49
E00428,Z01-051,Z01,North Chennai,4.1,0.333,Warning,2,45
E00429,Z04-038,Z04,Velachery,10.9,1.676,Normal,16,39
E00430,Z05-008,Z05,South-West Chennai,14.5,1.545,Normal,12,19
E00431,Z03-001,Z03,Adyar,9.5,0.902,Evacuation,18,48
E00432,Z01-036,Z01,North Chennai,10.2,1.383,Emergency,5,20
E00433,Z04-042,Z04,Velachery,9.4,0.964,Evacuation,19,31
E00434,Z01-058,Z01,North Chennai,9.1,1.078,Emergency,18,53
E00435,Z04-090,Z04,Velachery,2.7,0.307,Evacuation,3,45
E00436,Z03-005,Z03,Adyar,2.8,0.356,Warning,13,38
E00437,Z05-032,Z05,South-West Chennai,2.2,0.208,Evacuation,8,34
E00438,Z02-019,Z02,Central Chennai,11.2,1.085,Emergency,10,14
E00439,Z01-076,Z01,North Chennai,2.3,0.41,Evacuation,5,11
E00440,Z04-026,Z04,Velachery,10.6,1.024,Emergency,1,28
E00441,Z03-023,Z03,Adyar,8.5,1.05,Warning,12,10
E00442,Z03-100,Z03,Adyar,10.5,1.632,Normal,9,44
E00443,Z03-047,Z03,Adyar,2.9,0.306,Evacuation,7,10
E00444,Z04-084,Z04,Velachery,3.1,0.294,Evacuation,14,55
E00445,Z01-056,Z01,North Chennai,2.9,0.391,Warning,19,42
E00446,Z04-016,Z04,Velachery,2.5,0.379,Evacuation,7,40
E00447,Z02-023,Z02,Central Chennai,3.1,0.377,Emergency,12,30
E00448,Z04-100,Z04,Velachery,7.5,1.361,Emergency,15,49
E00449,Z05-089,Z05,South-West Chennai,3.1,0.344,Warning,13,33
E00450,Z03-039,Z03,Adyar,8.9,1.252,Emergency,2,37
E00451,Z01-073,Z01,North Chennai,10.3,1.217,Emergency,7,22
E00452,Z05-096,Z05,South-West Chennai,2.1,0.249,Warning,10,0
E00453,Z05-075,Z05,South-West Chennai,3.7,0.245,Normal,20,22
E00454,Z03-081,Z03,Adyar,14.1,2.137,Normal,12,4
E00455,Z02-016,Z02,Central Chennai,14.5,1.601,Evacuation,22,34
E00456,Z01-084,Z01,North Chennai,8.9,1.182,Warning,18,46
E00457,Z02-024,Z02,Central Chennai,7.7,1.102,Warning,17,45
E00458,Z04-002,Z04,Velachery,2.9,0.339,Evacuation,3,25
E00459,Z04-039,Z04,Velachery,14.2,2.82,Evacuation,13,4
E00460,Z04-006,Z04,Velachery,2.3,0.295,Warning,0,0
E00461,Z05-064,Z05,South-West Chennai,2.9,0.271,Evacuation,0,49
E00462,Z05-039,Z05,South-West Chennai,12.0,0.819,Evacuation,7,14
E00463,Z05-089,Z05,South-West Chennai,3.4,0.265,Warning,3,22
E00464,Z04-076,Z04,Velachery,2.8,0.422,Normal,22,33
E00465,Z01-100,Z01,North Chennai,9.7,1.343,Warning,10,7
E00466,Z04-038,Z04,Velachery,10.0,1.648,Warning,16,55
E00467,Z03-006,Z03,Adyar,8.7,1.085,Evacuation,19,56
E00468,Z05-005,Z05,South-West Chennai,2.4,0.308,Normal,14,48
E00469,Z01-012,Z01,North Chennai,3.9,0.465,Evacuation,19,18
E00470,Z04-034,Z04,Velachery,11.0,1.283,Warning,0,12
E00471,Z03-088,Z03,Adyar,12.1,1.199,Warning,20,24
E00472,Z05-036,Z05,South-West Chennai,3.9,0.281,Warning,21,8
E00473,Z01-031,Z01,North Chennai,10.3,0.99,Warning,7,53
E00474,Z01-092,Z01,North Chennai,8.0,1.102,Warning,13,42
E00475,Z05-046,Z05,South-West Chennai,8.4,0.996,Warning,17,2
E00476,Z02-087,Z02,Central Chennai,7.9,0.973,Warning,2,27
E00477,Z05-090,Z05,South-West Chennai,8.8,0.736,Evacuation,5,54
E00478,Z05-066,Z05,South-West Chennai,8.3,0.858,Evacuation,16,53
E00479,Z05-054,Z05,South-West Chennai,8.9,1.071,Warning,3,20
E00480,Z05-079,Z05,South-West Chennai,14.2,1.557,Evacuation,22,50
E00481,Z02-067,Z02,Central Chennai,10.5,1.076,Emergency,20,40
E00482,Z04-058,Z04,Velachery,21.5,1.978,Warning,16,9
E00483,Z02-064,Z02,Central Chennai,17.8,1.452,Evacuation,14,24
E00484,Z03-016,Z03,Adyar,13.8,1.729,Warning,14,10
E00485,Z05-062,Z05,South-West Chennai,12.8,1.747,Warning,4,17
E00486,Z02-050,Z02,Central Chennai,12.5,1.295,Warning,7,0
E00487,Z01-071,Z01,North Chennai,2.8,0.322,Normal,3,36
E00488,Z05-052,Z05,South-West Chennai,17.2,1.898,Normal,21,37
E00489,Z01-079,Z01,North Chennai,12.3,1.174,Evacuation,5,38
E00490,Z03-096,Z03,Adyar,2.7,0.27,Normal,16,0
E00491,Z01-025,Z01,North Chennai,10.2,1.165,Evacuation,12,52
E00492,Z04-034,Z04,Velachery,10.7,1.129,Warning,1,7
E00493,Z05-061,Z05,South-West Chennai,10.6,0.941,Evacuation,17,36
E00494,Z01-037,Z01,North Chennai,7.7,1.018,Emergency,2,35
E00495,Z03-027,Z03,Adyar,21.6,2.281,Evacuation,11,12
E00496,Z03-044,Z03,Adyar,2.9,0.328,Warning,18,35
E00497,Z04-008,Z04,Velachery,6.4,0.996,Normal,19,23
E00498,Z01-022,Z01,North Chennai,12.6,1.125,Warning,23,31
E00499,Z03-093,Z03,Adyar,12.8,1.18,Normal,9,39
E00500,Z03-073,Z03,Adyar,15.0,1.527,Emergency,3,3
E00501,Z04-061,Z04,Velachery,11.1,1.797,Evacuation,20,10
E00502,Z05-033,Z05,South-West Chennai,12.3,0.917,Evacuation,17,50
E00503,Z02-091,Z02,Central Chennai,2.5,0.243,Warning,0,18
E00504,Z03-029,Z03,Adyar,14.8,1.905,Normal,7,17
E00505,Z01-091,Z01,North Chennai,3.3,0.293,Normal,14,57
E00506,Z04-027,Z04,Velachery,3.1,0.35,Evacuation,6,4
E00507,Z01-055,Z01,North Chennai,13.7,1.506,Warning,19,14
E00508,Z05-016,Z05,South-West Chennai,11.1,1.019,Evacuation,15,40
E00509,Z04-021,Z04,Velachery,17.9,1.572,Evacuation,4,23
E00510,Z03-094,Z03,Adyar,8.7,0.796,Evacuation,2,41
E00511,Z04-066,Z04,Velachery,9.9,1.398,Evacuation,18,56
E00512,Z05-010,Z05,South-West Chennai,8.3,1.015,Emergency,19,11
E00513,Z04-083,Z04,Velachery,16.8,1.784,Emergency,19,37
E00514,Z04-031,Z04,Velachery,3.4,0.379,Evacuation,23,36
E00515,Z05-052,Z05,South-West Chennai,14.0,1.684,Normal,9,31
E00516,Z01-019,Z01,North Chennai,8.3,1.0,Evacuation,11,46
E00517,Z05-044,Z05,South-West Chennai,17.5,1.779,Normal,23,4
E00518,Z05-012,Z05,South-West Chennai,2.4,0.274,Evacuation,15,57
E00519,Z03-007,Z03,Adyar,3.2,0.251,Emergency,5,4
E00520,Z03-042,Z03,Adyar,9.0,1.3,Evacuation,10,8
E00521,Z05-073,Z05,South-West Chennai,14.8,1.716,Evacuation,22,2
E00522,Z03-055,Z03,Adyar,8.4,0.917,Warning,21,27
E00523,Z05-038,Z05,South-West Chennai,9.6,0.676,Normal,19,36
E00524,Z02-004,Z02,Central Chennai,2.2,0.299,Normal,0,51
E00525,Z03-033,Z03,Adyar,10.3,1.099,Emergency,3,7
E00526,Z05-029,Z05,South-West Chennai,24.4,1.884,Emergency,21,42
E00527,Z02-061,Z02,Central Chennai,9.5,1.292,Evacuation,21,27
E00528,Z03-027,Z03,Adyar,18.8,1.901,Normal,17,57
E00529,Z04-013,Z04,Velachery,9.8,1.032,Evacuation,17,37
E00530,Z01-040,Z01,North Chennai,16.7,1.462,Emergency,23,24
E00531,Z05-037,Z05,South-West Chennai,8.8,1.105,Evacuation,19,36
E00532,Z02-034,Z02,Central Chennai,9.2,0.848,Normal,1,36
E00533,Z01-072,Z01,North Chennai,2.8,0.289,Normal,2,58
E00534,Z02-031,Z02,Central Chennai,7.7,1.004,Evacuation,23,14
E00535,Z03-083,Z03,Adyar,3.8,0.38,Evacuation,17,31
E00536,Z03-058,Z03,Adyar,2.6,0.252,Normal,8,18
E00537,Z05-038,Z05,South-West Chennai,8.9,0.871,Normal,0,21
E00538,Z04-046,Z04,Velachery,10.6,1.042,Evacuation,12,56
E00539,Z05-084,Z05,South-West Chennai,3.3,0.314,Evacuation,10,29
E00540,Z05-028,Z05,South-West Chennai,15.2,1.2,Warning,17,49
E00541,Z03-006,Z03,Adyar,6.5,0.947,Evacuation,11,8
E00542,Z02-046,Z02,Central Chennai,16.2,1.776,Evacuation,21,5
E00543,Z01-055,Z01,North Chennai,11.8,1.72,Warning,20,43
E00544,Z05-079,Z05,South-West Chennai,15.5,1.552,Evacuation,8,32
E00545,Z01-037,Z01,North Chennai,7.9,1.025,Evacuation,18,27
E00546,Z03-092,Z03,Adyar,2.9,0.315,Evacuation,1,56
E00547,Z01-037,Z01,North Chennai,9.8,1.091,Emergency,16,50
E00548,Z03-076,Z03,Adyar,2.7,0.274,Emergency,19,36
E00549,Z04-049,Z04,Velachery,18.1,2.657,Normal,0,23
E00550,Z05-049,Z05,South-West Chennai,3.5,0.303,Normal,18,49
E00551,Z05-073,Z05,South-West Chennai,17.8,1.811,Warning,21,32
E00552,Z03-071,Z03,Adyar,9.2,1.198,Emergency,4,27
E00553,Z03-093,Z03,Adyar,10.8,1.303,Warning,17,24
E00554,Z04-098,Z04,Velachery,2.5,0.32,Normal,12,12
E00555,Z04-060,Z04,Velachery,4.1,0.368,Emergency,9,21
E00556,Z05-077,Z05,South-West Chennai,17.1,1.925,Evacuation,15,52
E00557,Z01-060,Z01,North Chennai,8.1,1.182,Warning,21,37
E00558,Z01-024,Z01,North Chennai,8.4,1.388,Emergency,0,24
E00559,Z02-017,Z02,Central Chennai,10.8,0.797,Normal,13,43
E00560,Z05-006,Z05,South-West Chennai,3.0,0.233,Normal,14,41
E00561,Z04-050,Z04,Velachery,9.6,0.855,Evacuation,4,43
E00562,Z05-075,Z05,South-West Chennai,3.5,0.285,Evacuation,9,23
E00563,Z05-069,Z05,South-West Chennai,9.0,1.17,Evacuation,20,16
E00564,Z01-096,Z01,North Chennai,8.1,1.108,Emergency,5,2
E00565,Z02-099,Z02,Central Chennai,18.0,1.854,Evacuation,16,43
E00566,Z03-098,Z03,Adyar,2.7,0.34,Warning,7,7
E00567,Z02-045,Z02,Central Chennai,13.1,1.49,Normal,4,33
E00568,Z05-013,Z05,South-West Chennai,9.8,0.653,Warning,0,15
E00569,Z05-019,Z05,South-West Chennai,8.5,1.119,Evacuation,9,37
E00570,Z03-040,Z03,Adyar,3.3,0.389,Evacuation,0,58
E00571,Z04-033,Z04,Velachery,2.9,0.314,Warning,9,2
E00572,Z03-035,Z03,Adyar,12.5,1.309,Normal,0,43
E00573,Z05-056,Z05,South-West Chennai,13.4,1.068,Normal,21,5
E00574,Z03-037,Z03,Adyar,10.1,0.943,Evacuation,17,9
E00575,Z02-006,Z02,Central Chennai,2.9,0.231,Evacuation,13,27
E00576,Z02-008,Z02,Central Chennai,11.9,1.23,Normal,15,36
E00577,Z04-062,Z04,Velachery,24.7,2.75,Evacuation,15,57
E00578,Z01-007,Z01,North Chennai,3.2,0.322,Evacuation,21,15
E00579,Z02-007,Z02,Central Chennai,11.4,1.187,Evacuation,16,10
E00580,Z05-070,Z05,South-West Chennai,20.8,1.495,Warning,21,37
E00581,Z01-071,Z01,North Chennai,2.8,0.286,Normal,17,19
E00582,Z05-030,Z05,South-West Chennai,20.2,2.139,Evacuation,8,27
E00583,Z05-063,Z05,South-West Chennai,21.1,1.949,Evacuation,2,22
E00584,Z02-014,Z02,Central Chennai,12.7,1.04,Emergency,3,4
E00585,Z04-089,Z04,Velachery,12.7,1.678,Evacuation,0,3
E00586,Z02-053,Z02,Central Chennai,7.8,0.987,Evacuation,10,30
E00587,Z02-026,Z02,Central Chennai,3.9,0.317,Warning,16,24
E00588,Z05-020,Z05,South-West Chennai,20.5,1.675,Normal,11,30
E00589,Z04-032,Z04,Velachery,7.2,0.896,Emergency,21,54
E00590,Z01-003,Z01,North Chennai,9.2,1.05,Emergency,0,41
E00591,Z04-001,Z04,Velachery,2.8,0.429,Warning,1,35
E00592,Z02-074,Z02,Central Chennai,9.3,0.741,Warning,18,23
E00593,Z03-080,Z03,Adyar,12.9,1.78,Evacuation,20,31
E00594,Z04-005,Z04,Velachery,2.1,0.27,Warning,9,33
E00595,Z05-001,Z05,South-West Chennai,8.5,0.85,Normal,7,43
E00596,Z05-015,Z05,South-West Chennai,15.7,1.418,Warning,23,28
E00597,Z05-064,Z05,South-West Chennai,3.2,0.269,Evacuation,5,1
E00598,Z01-042,Z01,North Chennai,9.7,1.388,Normal,14,49
E00599,Z02-037,Z02,Central Chennai,10.0,1.264,Warning,15,4
E00600,Z02-050,Z02,Central Chennai,13.1,1.393,Warning,3,9
E00601,Z04-063,Z04,Velachery,15.8,1.656,Normal,20,38
E00602,Z03-052,Z03,Adyar,12.8,1.593,Normal,18,4
E00603,Z02-052,Z02,Central Chennai,8.8,0.94,Normal,22,25
E00604,Z01-069,Z01,North Chennai,3.2,0.353,Emergency,19,54
E00605,Z02-003,Z02,Central Chennai,3.6,0.328,Warning,9,10
E00606,Z05-071,Z05,South-West Chennai,11.5,1.035,Evacuation,8,52
E00607,Z02-005,Z02,Central Chennai,5.9,0.732,Emergency,9,47
E00608,Z04-065,Z04,Velachery,17.0,1.757,Normal,4,44
E00609,Z01-044,Z01,North Chennai,12.6,1.291,Emergency,16,55
E00610,Z03-041,Z03,Adyar,16.9,2.153,Warning,2,23
E00611,Z04-038,Z04,Velachery,13.0,1.69,Evacuation,16,23
E00612,Z01-024,Z01,North Chennai,9.7,1.474,Evacuation,7,11
E00613,Z03-094,Z03,Adyar,7.8,0.874,Normal,5,21
E00614,Z02-049,Z02,Central Chennai,2.0,0.196,Warning,10,38
E00615,Z01-096,Z01,North Chennai,8.8,1.114,Warning,11,18
E00616,Z05-048,Z05,South-West Chennai,8.3,0.867,Warning,12,8
E00617,Z04-035,Z04,Velachery,3.1,0.331,Normal,14,0
E00618,Z03-056,Z03,Adyar,16.6,2.339,Warning,19,15
E00619,Z01-046,Z01,North Chennai,7.3,0.929,Emergency,14,38
E00620,Z02-049,Z02,Central Chennai,2.1,0.247,Normal,3,32
E00621,Z01-014,Z01,North Chennai,2.8,0.301,Evacuation,19,7
E00622,Z01-039,Z01,North Chennai,2.0,0.285,Normal,1,8
E00623,Z01-031,Z01,North Chennai,7.7,1.069,Evacuation,3,21
E00624,Z03-092,Z03,Adyar,2.2,0.306,Warning,15,0
E00625,Z03-045,Z03,Adyar,15.9,1.681,Warning,6,33
E00626,Z03-001,Z03,Adyar,7.0,0.788,Warning,2,13
E00627,Z02-001,Z02,Central Chennai,9.0,1.044,Evacuation,12,50
E00628,Z05-042,Z05,South-West Chennai,2.9,0.264,Normal,8,10
E00629,Z05-053,Z05,South-West Chennai,2.0,0.23,Evacuation,13,32
E00630,Z02-033,Z02,Central Chennai,2.8,0.243,Normal,6,58
E00631,Z02-036,Z02,Central Chennai,17.9,1.448,Evacuation,18,39
E00632,Z02-004,Z02,Central Chennai,2.2,0.314,Warning,18,56
E00633,Z04-032,Z04,Velachery,8.5,0.957,Warning,23,50
E00634,Z01-001,Z01,North Chennai,17.9,1.843,Warning,2,39
E00635,Z04-021,Z04,Velachery,13.9,1.696,Warning,23,36
E00636,Z05-098,Z05,South-West Chennai,7.3,1.04,Evacuation,7,24
E00637,Z02-001,Z02,Central Chennai,8.5,1.043,Normal,9,14
E00638,Z02-012,Z02,Central Chennai,21.1,2.424,Evacuation,15,23
E00639,Z05-095,Z05,South-West Chennai,3.2,0.348,Evacuation,9,6
E00640,Z05-078,Z05,South-West Chennai,10.6,1.24,Warning,22,6
E00641,Z03-023,Z03,Adyar,12.2,0.981,Evacuation,10,40
E00642,Z04-039,Z04,Velachery,16.3,2.641,Evacuation,17,24
E00643,Z02-097,Z02,Central Chennai,2.7,0.223,Evacuation,4,12
E00644,Z01-008,Z01,North Chennai,12.9,1.32,Normal,13,49
E00645,Z04-066,Z04,Velachery,9.0,1.172,Evacuation,7,23
E00646,Z02-001,Z02,Central Chennai,10.5,0.962,Normal,19,57
E00647,Z03-044,Z03,Adyar,3.1,0.4,Normal,0,59
E00648,Z03-060,Z03,Adyar,6.4,0.954,Evacuation,8,3
E00649,Z03-051,Z03,Adyar,8.9,1.237,Evacuation,13,59
E00650,Z02-005,Z02,Central Chennai,7.8,0.724,Warning,20,23
E00651,Z01-008,Z01,North Chennai,11.9,1.488,Normal,10,48
E00652,Z03-086,Z03,Adyar,10.4,1.186,Normal,19,41
E00653,Z05-095,Z05,South-West Chennai,4.0,0.364,Evacuation,9,10
E00654,Z04-100,Z04,Velachery,10.2,1.158,Warning,5,16
E00655,Z02-030,Z02,Central Chennai,13.1,1.007,Normal,10,31
E00656,Z01-045,Z01,North Chennai,21.7,2.328,Emergency,11,28
E00657,Z01-061,Z01,North Chennai,7.1,1.074,Evacuation,5,12
E00658,Z04-047,Z04,Velachery,2.0,0.324,Emergency,15,2
E00659,Z04-002,Z04,Velachery,3.3,0.313,Warning,7,41
E00660,Z04-054,Z04,Velachery,9.6,1.474,Normal,9,47
E00661,Z04-073,Z04,Velachery,12.9,1.517,Normal,22,19
E00662,Z01-060,Z01,North Chennai,9.6,1.333,Normal,0,24
E00663,Z02-037,Z02,Central Chennai,10.9,1.133,Evacuation,10,42
E00664,Z01-028,Z01,North Chennai,2.7,0.271,Warning,9,4
E00665,Z05-060,Z05,South-West Chennai,8.8,1.132,Normal,1,34
E00666,Z04-052,Z04,Velachery,14.7,2.543,Warning,17,6
E00667,Z01-046,Z01,North Chennai,7.7,0.852,Evacuation,7,15
E00668,Z03-024,Z03,Adyar,22.1,2.474,Warning,3,19
E00669,Z03-051,Z03,Adyar,7.5,1.053,Warning,11,20
E00670,Z05-083,Z05,South-West Chennai,18.0,1.873,Evacuation,2,55
E00671,Z03-001,Z03,Adyar,9.7,1.054,Evacuation,10,11
E00672,Z05-028,Z05,South-West Chennai,15.2,1.505,Evacuation,23,35
E00673,Z02-085,Z02,Central Chennai,2.3,0.316,Normal,0,17
E00674,Z02-050,Z02,Central Chennai,10.9,1.133,Normal,21,49
E00675,Z04-058,Z04,Velachery,21.7,2.227,Normal,8,1
E00676,Z01-054,Z01,North Chennai,3.9,0.402,Evacuation,16,42
E00677,Z04-089,Z04,Velachery,10.1,1.525,Warning,0,4
E00678,Z02-086,Z02,Central Chennai,10.3,1.069,Evacuation,18,36
E00679,Z01-067,Z01,North Chennai,8.0,1.265,Normal,0,42
E00680,Z04-076,Z04,Velachery,3.5,0.34,Evacuation,7,53
E00681,Z05-099,Z05,South-West Chennai,2.2,0.252,Normal,19,47
E00682,Z05-040,Z05,South-West Chennai,3.4,0.276,Evacuation,10,2
E00683,Z01-085,Z01,North Chennai,7.9,0.87,Normal,0,57
E00684,Z03-036,Z03,Adyar,15.5,1.964,Warning,6,24
E00685,Z05-073,Z05,South-West Chennai,16.3,1.634,Evacuation,4,4
E00686,Z05-029,Z05,South-West Chennai,19.4,1.761,Normal,18,0
E00687,Z05-033,Z05,South-West Chennai,12.2,0.827,Emergency,22,30
E00688,Z05-061,Z05,South-West Chennai,7.0,0.96,Warning,10,36
E00689,Z05-027,Z05,South-West Chennai,8.8,0.851,Normal,15,14
E00690,Z01-081,Z01,North Chennai,15.9,1.722,Evacuation,11,19
E00691,Z03-033,Z03,Adyar,10.2,1.136,Evacuation,14,30
E00692,Z01-052,Z01,North Chennai,6.9,0.899,Evacuation,0,9
E00693,Z01-075,Z01,North Chennai,7.1,1.182,Evacuation,8,38
E00694,Z01-100,Z01,North Chennai,13.5,1.281,Evacuation,14,6
E00695,Z05-015,Z05,South-West Chennai,20.1,1.451,Emergency,21,32
E00696,Z04-059,Z04,Velachery,8.9,1.55,Emergency,6,42
E00697,Z02-056,Z02,Central Chennai,17.6,1.855,Evacuation,5,47
E00698,Z02-007,Z02,Central Chennai,9.9,1.065,Evacuation,3,47
E00699,Z01-050,Z01,North Chennai,2.7,0.318,Normal,20,7
E00700,Z02-060,Z02,Central Chennai,7.7,0.81,Warning,20,47
E00701,Z04-095,Z04,Velachery,14.9,2.265,Warning,2,12
E00702,Z04-090,Z04,Velachery,3.3,0.386,Evacuation,14,53
E00703,Z05-089,Z05,South-West Chennai,2.4,0.312,Evacuation,22,59
E00704,Z02-086,Z02,Central Chennai,8.4,1.176,Normal,14,35
E00705,Z04-097,Z04,Velachery,8.3,1.395,Emergency,4,33
E00706,Z04-032,Z04,Velachery,6.8,0.754,Evacuation,21,49
E00707,Z01-070,Z01,North Chennai,10.4,0.984,Warning,17,41
E00708,Z03-094,Z03,Adyar,9.6,0.752,Normal,8,5
E00709,Z01-075,Z01,North Chennai,7.2,1.051,Evacuation,20,30
E00710,Z03-095,Z03,Adyar,10.3,0.999,Evacuation,5,1
E00711,Z02-017,Z02,Central Chennai,12.1,0.973,Evacuation,0,47
E00712,Z04-083,Z04,Velachery,16.8,2.091,Warning,9,26
E00713,Z01-018,Z01,North Chennai,2.7,0.261,Evacuation,18,36
E00714,Z04-068,Z04,Velachery,9.7,1.266,Normal,16,9
E00715,Z01-003,Z01,North Chennai,7.2,1.046,Warning,16,43
E00716,Z03-012,Z03,Adyar,2.1,0.334,Warning,9,5
E00717,Z05-094,Z05,South-West Chennai,2.8,0.26,Evacuation,2,24
E00718,Z01-095,Z01,North Chennai,2.6,0.284,Evacuation,9,52
E00719,Z04-047,Z04,Velachery,2.0,0.295,Evacuation,21,32
E00720,Z04-005,Z04,Velachery,2.7,0.287,Warning,5,30
E00721,Z01-077,Z01,North Chennai,7.2,0.928,Warning,4,44
E00722,Z01-043,Z01,North Chennai,8.4,1.35,Normal,4,23
E00723,Z04-078,Z04,Velachery,9.6,1.129,Warning,4,49
E00724,Z01-046,Z01,North Chennai,7.7,0.843,Warning,13,46
E00725,Z01-076,Z01,North Chennai,2.9,0.357,Normal,16,31
E00726,Z01-094,Z01,North Chennai,2.8,0.301,Warning,0,45
E00727,Z02-085,Z02,Central Chennai,2.6,0.307,Evacuation,2,24
E00728,Z01-055,Z01,North Chennai,12.3,1.645,Evacuation,10,56
E00729,Z04-051,Z04,Velachery,11.6,1.335,Evacuation,12,36
E00730,Z01-002,Z01,North Chennai,12.5,2.124,Warning,8,33
E00731,Z04-030,Z04,Velachery,7.9,1.085,Evacuation,20,45
E00732,Z04-073,Z04,Velachery,12.6,1.539,Warning,2,15
E00733,Z02-082,Z02,Central Chennai,9.7,0.902,Evacuation,7,19
E00734,Z02-065,Z02,Central Chennai,12.3,1.142,Evacuation,7,58
E00735,Z04-036,Z04,Velachery,9.3,1.291,Warning,13,33
E00736,Z02-068,Z02,Central Chennai,9.8,1.204,Evacuation,4,30
E00737,Z04-008,Z04,Velachery,8.5,1.163,Emergency,4,8
E00738,Z05-036,Z05,South-West Chennai,3.6,0.346,Warning,13,23
E00739,Z04-025,Z04,Velachery,3.2,0.321,Normal,10,55
E00740,Z05-018,Z05,South-West Chennai,2.8,0.203,Normal,8,41
E00741,Z04-078,Z04,Velachery,9.3,1.288,Warning,5,46
E00742,Z01-002,Z01,North Chennai,14.6,2.33,Emergency,8,45
E00743,Z01-100,Z01,North Chennai,11.7,1.657,Evacuation,10,18
E00744,Z03-049,Z03,Adyar,3.1,0.311,Normal,9,8
E00745,Z03-017,Z03,Adyar,7.1,0.766,Evacuation,23,47
E00746,Z03-040,Z03,Adyar,3.0,0.307,Evacuation,15,21
E00747,Z05-054,Z05,South-West Chennai,12.3,1.214,Normal,7,49
E00748,Z03-033,Z03,Adyar,10.4,1.022,Normal,6,21
E00749,Z03-024,Z03,Adyar,20.2,2.685,Normal,21,20
E00750,Z04-058,Z04,Velachery,18.2,1.956,Evacuation,11,30
